x1 x2 label
11.266 28.273 4
-7.545 -8.318 8
-6.561 -38.140 0
-7.844 -10.158 7
6.943 10.726 5
6.618 7.288 6
0.689 15.880 3
-13.462 -22.158 8
-3.659 0.575 8
-7.343 16.999 2
-4.733 3.286 2
-6.671 -32.119 8
-13.403 -19.423 8
-7.116 -20.206 8
