x1 x2 label
22.255 4.086 1
10.281 -16.833 5
-8.130 17.731 0
10.715 -2.983 9
-15.877 -15.041 7
15.615 18.940 9
-16.662 3.190 6
-11.042 10.410 5
1.025 -20.038 9
-9.030 19.703 5
-7.900 10.580 2
10.226 1.382 8
-16.425 -14.917 7
-16.446 4.024 2
3.947 19.716 1
9.899 -2.416 8
-7.016 27.993 0
-16.733 -3.815 6
